Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Miski,German Shepherd,"(42.36426008, -71.10874151)",-71.10874151,-71.10874151,Riverside
Figgs,Boxer Mix,"(42.36596253, -71.10425174)",-71.10425174,-71.10425174,Mid-Cambridge
Winnaretta,Cockerpoo,"(42.36361834, -71.084811)",-71.084811,-71.084811,East Cambridge
Roxxy,Maltese,"(42.36910445, -71.08505821)",-71.08505821,-71.08505821,East Cambridge
Bentley,,"(42.37042012, -71.07572291)",-71.07572291,-71.07572291,East Cambridge
Olive,Labradoddle,"(42.38136718, -71.11443989)",-71.11443989,-71.11443989,Agassiz
Fenway,Labrador Retriever,"(42.3948582, -71.15460574)",-71.15460574,-71.15460574,Cambridge Highlands
Dublin,Feist,"(42.36775661, -71.10099511)",-71.10099511,-71.10099511,The Port
Rommel,Labrador Retriever,"(42.35992798, -71.10530021)",-71.10530021,-71.10530021,Cambridgeport
Cody,Shih Tzu,"(42.3703253, -71.08849633)",-71.08849633,-71.08849633,Wellington-Harrington
Bella,Scottish Terrier,"(42.38205295, -71.12279827)",-71.12279827,-71.12279827,Neighborhood Nine
Sydney,Welsh Springer Spaniel,"(42.37751808, -71.12386114)",-71.12386114,-71.12386114,Neighborhood Nine
Johnny,Gold.Doodle,"(42.37424488, -71.08066265)",-71.08066265,-71.08066265,East Cambridge
Indigo,Australian Shepherd,"(42.38063592, -71.12411795)",-71.12411795,-71.12411795,Neighborhood Nine
Yumi,Old English Sheepdog,"(42.36844938, -71.07805683)",-71.07805683,-71.07805683,East Cambridge
Jesse,Poodle,"(42.38332009, -71.12536301)",-71.12536301,-71.12536301,Neighborhood Nine
Luigi,Lagotto Romagnolo,"(42.39454018, -71.14899337)",-71.14899337,-71.14899337,North Cambridge
Jack,Maltese Mix,"(42.36974257, -71.07802606)",-71.07802606,-71.07802606,East Cambridge
Kelsey,Terrier,"(42.37087777, -71.09714274)",-71.09714274,-71.09714274,Wellington-Harrington
Puck,Jack Russell Terrier,"(42.37879964, -71.12009552)",-71.12009552,-71.12009552,Neighborhood Nine
Red,Dalmation,"(42.37414346, -71.08193132)",-71.08193132,-71.08193132,East Cambridge
Dora,Bichon Frise,"(42.36830163, -71.11163035)",-71.11163035,-71.11163035,Mid-Cambridge
Maisy,Labradoddle,"(42.39032446, -71.13076985)",-71.13076985,-71.13076985,North Cambridge
Charlie,Boxer,"(42.39022671, -71.14563515)",-71.14563515,-71.14563515,Cambridge Highlands
Sheba,Shiba Inu,"(42.35396776, -71.10742227)",-71.10742227,-71.10742227,Cambridgeport
Lucy,West Highland White Terrier,"(42.36789597, -71.10742003)",-71.10742003,-71.10742003,Riverside
Annie/Hildegaard,Dachshund,"(42.39864447, -71.13222621)",-71.13222621,-71.13222621,North Cambridge
Finnegette,Dachshund,"(42.37005738, -71.09429735)",-71.09429735,-71.09429735,The Port
Astro,Chiuahua Mix,"(42.38865493, -71.12995405)",-71.12995405,-71.12995405,Neighborhood Nine
Phyn,Lab Mix,"(42.36738653, -71.08103613)",-71.08103613,-71.08103613,East Cambridge
Angel,Pit Bull Mix,"(42.36567054, -71.1062647)",-71.1062647,-71.1062647,Cambridgeport
Charlie,Border Terr,"(42.36077363, -71.11159033)",-71.11159033,-71.11159033,Cambridgeport
Lola,Mixed,"(42.37189477, -71.07363332)",-71.07363332,-71.07363332,East Cambridge
Santiago,Yorkshire Terrier,"(42.39671516, -71.14751771)",-71.14751771,-71.14751771,North Cambridge
Bella,Chihuahua,"(42.39598531, -71.13177197)",-71.13177197,-71.13177197,North Cambridge
Jen-E,Greyhound,"(42.36848784, -71.07537101)",-71.07537101,-71.07537101,East Cambridge
Thomas Jefferson,Minature Poodle,"(42.3814548, -71.1527385)",-71.1527385,-71.1527385,Strawberry Hill
Kayla,Siberian Husky,"(42.39756472, -71.13067288)",-71.13067288,-71.13067288,North Cambridge
Chloe,Tzu-Chon,"(42.38522763, -71.13203235)",-71.13203235,-71.13203235,Neighborhood Nine
Toffy,Weimainer,"(42.36810488, -71.07491514)",-71.07491514,-71.07491514,East Cambridge
Coco,Golden Doodle,"(42.38420277, -71.12915247)",-71.12915247,-71.12915247,Neighborhood Nine
Ziggy,Long Hair Dachshund,"(42.36023925, -71.10867706)",-71.10867706,-71.10867706,Cambridgeport
Oliver,Golden Retriever,"(42.3837363, -71.12058362)",-71.12058362,-71.12058362,Neighborhood Nine
Mango,Border Terrier,"(42.37818163, -71.12989003)",-71.12989003,-71.12989003,West Cambridge
Naina,Border Collie / Mix,"(42.35794722, -71.1132961)",-71.1132961,-71.1132961,Cambridgeport
Lulu,Yorkie Poo,"(42.3933417, -71.13323714)",-71.13323714,-71.13323714,North Cambridge
Rusty,Cockerpoo,"(42.39417971, -71.1258846)",-71.1258846,-71.1258846,North Cambridge
Jackson,Labrador Retriever,"(42.36044691, -71.11164764)",-71.11164764,-71.11164764,Cambridgeport
Charlie,Border Collie Mix,"(42.36667592, -71.10639051)",-71.10639051,-71.10639051,Mid-Cambridge
Rex,Chihuahua,"(42.38031698, -71.15363338)",-71.15363338,-71.15363338,Strawberry Hill
Poppy,Sharpei Mix,"(42.39633986, -71.12898707)",-71.12898707,-71.12898707,North Cambridge
Bassam,,"(42.36527771, -71.07729134)",-71.07729134,-71.07729134,East Cambridge
Lincoln,Maltipoo,"(42.37722242, -71.12196993)",-71.12196993,-71.12196993,Neighborhood Nine
Koda,Chihuahua Mix,"(42.3939849, -71.1316632)",-71.1316632,-71.1316632,North Cambridge
Pepper,Labrador Retriever Mix,"(42.37971527, -71.14035831)",-71.14035831,-71.14035831,West Cambridge
Abby,Basenji,"(42.39141806, -71.13345091)",-71.13345091,-71.13345091,Neighborhood Nine
Birdie,Mix,"(42.37905469, -71.1340734)",-71.1340734,-71.1340734,West Cambridge
Dante,Chihuahua,"(42.38056977, -71.15411228)",-71.15411228,-71.15411228,Strawberry Hill
Princess Daisy,Golden Retriever,"(42.3758957, -71.10472128)",-71.10472128,-71.10472128,Mid-Cambridge
Murphy,Pug,"(42.38493738, -71.12940654)",-71.12940654,-71.12940654,Neighborhood Nine
Luna,Mix,"(42.36028423, -71.10690673)",-71.10690673,-71.10690673,Cambridgeport
Jake,Labrador Retriever,"(42.39469649, -71.15616264)",-71.15616264,-71.15616264,Cambridge Highlands
Junior,LABRADOR Retriever,"(42.38177107, -71.13907701)",-71.13907701,-71.13907701,West Cambridge
Scout,Cockapoo,"(42.36606757, -71.110332)",-71.110332,-71.110332,Riverside
Toby,Bernese Mountain Dog,"(42.37353371, -71.12217342)",-71.12217342,-71.12217342,West Cambridge
Russel,Hound,"(42.38519507, -71.12414916)",-71.12414916,-71.12414916,Neighborhood Nine
Rusty,LABRADOODLE,"(42.39156929, -71.12703348)",-71.12703348,-71.12703348,North Cambridge
Ramble,Australian Cattle Dog,"(42.37004297, -71.08690489)",-71.08690489,-71.08690489,East Cambridge
Nala,Hound,"(42.37434667, -71.09733311)",-71.09733311,-71.09733311,Wellington-Harrington
Henry,Labrador Retriever,"(42.37518866, -71.13207124)",-71.13207124,-71.13207124,West Cambridge
Max,Mix,"(42.36181885, -71.10980125)",-71.10980125,-71.10980125,Cambridgeport
Hana,Australian Shepherd,"(42.36954421, -71.07507971)",-71.07507971,-71.07507971,East Cambridge
Bowie,Boston Teerrier,"(42.36879644, -71.10709072)",-71.10709072,-71.10709072,Mid-Cambridge
Beatrix,Schnoodle,"(42.39058354, -71.14308993)",-71.14308993,-71.14308993,Cambridge Highlands
Sky,Aust Shepard,"(42.37315486, -71.10567739)",-71.10567739,-71.10567739,Mid-Cambridge
Keeper,Golden Retriever,"(42.38427785, -71.11612658)",-71.11612658,-71.11612658,Agassiz
Casey,Border Collie,"(42.37787453, -71.14924032)",-71.14924032,-71.14924032,Strawberry Hill
Marley,Schiperkee,"(42.37000657, -71.10506103)",-71.10506103,-71.10506103,Mid-Cambridge
Ainsley,Labrador Retriever,"(42.36759048, -71.11170796)",-71.11170796,-71.11170796,Riverside
Winston,Vizsla,"(42.35783674, -71.10507684)",-71.10507684,-71.10507684,Cambridgeport
Petey Pablo,Brittany Spaniel,"(42.38123488, -71.1190261)",-71.1190261,-71.1190261,Neighborhood Nine
Griffin,Spaniel,"(42.37559073, -71.12547473)",-71.12547473,-71.12547473,West Cambridge
Rocky,Beagle,"(42.37685499, -71.12246487)",-71.12246487,-71.12246487,Neighborhood Nine
Wesley,Mix,"(42.38373323, -71.14027487)",-71.14027487,-71.14027487,West Cambridge
Beamer,Pit Bull,"(42.36056947, -71.10563344)",-71.10563344,-71.10563344,Cambridgeport
Bailey,Maltese,"(42.3714466, -71.07504677)",-71.07504677,-71.07504677,East Cambridge
Jake,Golden Doodle,"(42.35708576, -71.11102223)",-71.11102223,-71.11102223,Cambridgeport
Blitz,Portuguese Water Dog,"(42.38186017, -71.11535213)",-71.11535213,-71.11535213,Agassiz
Max,Golden Ret Mix,"(42.35512856, -71.10883272)",-71.10883272,-71.10883272,Cambridgeport
Zipper,LABRADOR Retriever,"(42.35545241, -71.11207326)",-71.11207326,-71.11207326,Cambridgeport
Kira,Italian Greyhould,"(42.37253721, -71.12312848)",-71.12312848,-71.12312848,West Cambridge
Rosie,Schnauzer / Terrier Mix,"(42.36236213, -71.11348459)",-71.11348459,-71.11348459,Riverside
Wooster,English Cocker Spaniel,"(42.38611254, -71.13037747)",-71.13037747,-71.13037747,Neighborhood Nine
Scooter Chernisky,Boston Terrier,"(42.3881654, -71.14522831)",-71.14522831,-71.14522831,Cambridge Highlands
Puffin,Pug,"(42.36943866, -71.09313982)",-71.09313982,-71.09313982,Wellington-Harrington
Lemon,Border Collie Mix,"(42.35851376, -71.1020892)",-71.1020892,-71.1020892,Cambridgeport
Mia,Corgi,"(42.35779734, -71.10872294)",-71.10872294,-71.10872294,Cambridgeport
Maki,Maltese Mix,"(42.35654149, -71.10469933)",-71.10469933,-71.10469933,Cambridgeport
Shayla,Shih Tzu,"(42.37636259, -71.1537388)",-71.1537388,-71.1537388,Strawberry Hill
Ringo,Boston Terrier,"(42.38306107, -71.13672584)",-71.13672584,-71.13672584,West Cambridge
Polly,Puggle,"(42.38965537, -71.14556878)",-71.14556878,-71.14556878,Cambridge Highlands
Benson,Plott Hound Mix,"(42.37389513, -71.08213404)",-71.08213404,-71.08213404,East Cambridge
Nan,Welsh Corgi - Pembroke,"(42.39682783, -71.14688117)",-71.14688117,-71.14688117,North Cambridge
Nico,Siberian Husky,"(42.35855599, -71.10484042)",-71.10484042,-71.10484042,Cambridgeport
Snoopy,Chihuahua,"(42.37774742, -71.1483197)",-71.1483197,-71.1483197,West Cambridge
Ziggy,Maltipoo,"(42.39419621, -71.12591028)",-71.12591028,-71.12591028,North Cambridge
Finley,Labradoddle,"(42.37267947, -71.12088618)",-71.12088618,-71.12088618,Riverside
Shadow,Golden Retriever,"(42.37901261, -71.1315792)",-71.1315792,-71.1315792,West Cambridge
Nelly,Basenji,"(42.38808607, -71.13039786)",-71.13039786,-71.13039786,Neighborhood Nine
Murphy,Italian Greyhould,"(42.38258443, -71.11274467)",-71.11274467,-71.11274467,Agassiz
Ella,Pit Bull,"(42.39273243, -71.15681125)",-71.15681125,-71.15681125,Cambridge Highlands
Indi,Doberman,"(42.36741746, -71.09957262)",-71.09957262,-71.09957262,The Port
Rocky,Labrador Retriever,"(42.36275414, -71.11613328)",-71.11613328,-71.11613328,Cambridgeport
Elke,Miniature Schnauzer,"(42.3838638, -71.1377128)",-71.1377128,-71.1377128,West Cambridge
Bridge,Plott Hound,"(42.38663234, -71.12900117)",-71.12900117,-71.12900117,Neighborhood Nine
Zoe,German Shep Mix,"(42.37170894, -71.11265935)",-71.11265935,-71.11265935,Mid-Cambridge
Bella,Labrabor Retriever,"(42.37117796, -71.07206851)",-71.07206851,-71.07206851,East Cambridge
Zoey,Austrailian Shepard,"(42.39683316, -71.14712714)",-71.14712714,-71.14712714,North Cambridge
Prince,Pomerainian,"(42.37433781, -71.09156096)",-71.09156096,-71.09156096,Wellington-Harrington
Coco,Mix,"(42.37616357, -71.14113241)",-71.14113241,-71.14113241,West Cambridge
Anvik,Alaskan Malamute,"(42.3742458, -71.12722563)",-71.12722563,-71.12722563,West Cambridge
Clare,Rhodesian Ridgeback,"(42.35907288, -71.11093777)",-71.11093777,-71.11093777,Cambridgeport
Macy,Mountain Cur,"(42.3734662, -71.08867178)",-71.08867178,-71.08867178,Wellington-Harrington
Boone,Golden Doodle,"(42.36254071, -71.11135492)",-71.11135492,-71.11135492,Cambridgeport
Dash,Pug,"(42.39209963, -71.1342071)",-71.1342071,-71.1342071,North Cambridge
Luna,PAPILLON,"(42.36370223, -71.10397759)",-71.10397759,-71.10397759,Cambridgeport
Jack,German Shepherd,"(42.37045398, -71.09700875)",-71.09700875,-71.09700875,Wellington-Harrington
Roxy,Chihuahua,"(42.35958125, -71.09825771)",-71.09825771,-71.09825771,Cambridgeport
Spike,Mix,"(42.37634402, -71.15322369)",-71.15322369,-71.15322369,Strawberry Hill
Penny,Terrier,"(42.39605327, -71.12889671)",-71.12889671,-71.12889671,North Cambridge
Rusty,Coonhound,"(42.389472, -71.12714962)",-71.12714962,-71.12714962,Neighborhood Nine
Wally,Cockerpoo,"(42.39118477, -71.1231783)",-71.1231783,-71.1231783,North Cambridge
Grizz,German Shorthaired Pointer,"(42.36826097, -71.10888692)",-71.10888692,-71.10888692,Riverside
Tobi,Shih Tzu,"(42.35708904, -71.09533762)",-71.09533762,-71.09533762,Area 2/MIT
Jack,Jack Russel Terrier,"(42.36265068, -71.11115463)",-71.11115463,-71.11115463,Cambridgeport
Lucy,Havanese,"(42.37509837, -71.13623254)",-71.13623254,-71.13623254,West Cambridge
Harry,Yorkie Poo,"(42.36573105, -71.09197001)",-71.09197001,-71.09197001,The Port
Ayla,Aussie Mix,"(42.36733247, -71.08257229)",-71.08257229,-71.08257229,East Cambridge
Casey,Pit Bull,"(42.37535429, -71.10303198)",-71.10303198,-71.10303198,Mid-Cambridge
Rosie,Jack Russell Terrier,"(42.36861904, -71.0851828)",-71.0851828,-71.0851828,East Cambridge
Annie,Pit Bull,"(42.39957066, -71.13563762)",-71.13563762,-71.13563762,North Cambridge
Georgie,Golden Retriever,"(42.38715236, -71.12385614)",-71.12385614,-71.12385614,Neighborhood Nine
Val,Shih Tzu,"(42.4001839, -71.13807497)",-71.13807497,-71.13807497,North Cambridge
Beau,Hound,"(42.3953302, -71.13251993)",-71.13251993,-71.13251993,North Cambridge
Sigi,Golden Doodle,"(42.37825528, -71.15312095)",-71.15312095,-71.15312095,Strawberry Hill
Mama,Labrador Retriever,"(42.39605417, -71.14894565)",-71.14894565,-71.14894565,North Cambridge
Ringo,Boston Terrier,"(42.38204975, -71.13582641)",-71.13582641,-71.13582641,West Cambridge
Hank,Brittany Spaniel,"(42.36963863, -71.08994082)",-71.08994082,-71.08994082,Wellington-Harrington
Chorizo,Pug,"(42.36667699, -71.10570026)",-71.10570026,-71.10570026,Mid-Cambridge
Dewey,Tibetan Terrier,"(42.37992133, -71.13630775)",-71.13630775,-71.13630775,West Cambridge
Zets,Pomeranian Mix,"(42.37005236, -71.10673355)",-71.10673355,-71.10673355,Mid-Cambridge
Roxie,Chihuahua,"(42.38502373, -71.12984533)",-71.12984533,-71.12984533,Neighborhood Nine
Monk,Pit Bull,"(42.35555735, -71.10594855)",-71.10594855,-71.10594855,Cambridgeport
Amit,Labrador Retriever,"(42.36669582, -71.08197248)",-71.08197248,-71.08197248,East Cambridge
Nerello,Terrier,"(42.36221078, -71.10979972)",-71.10979972,-71.10979972,Cambridgeport
Jazz,Wheaton Terrier,"(42.37955312, -71.14203886)",-71.14203886,-71.14203886,West Cambridge
Sage,Belgian Sheepdog,"(42.37996992, -71.15438515)",-71.15438515,-71.15438515,Strawberry Hill
Becky,Affenpinscher,"(42.38852032, -71.12637789)",-71.12637789,-71.12637789,Neighborhood Nine
Ender,Hound,"(42.36817906, -71.10323247)",-71.10323247,-71.10323247,Mid-Cambridge
Duke,Husky,"(42.36666946, -71.11039314)",-71.11039314,-71.11039314,Riverside
Zuzu Warrior Princess,Cane Corso Mastiff,"(42.3686863, -71.08017823)",-71.08017823,-71.08017823,East Cambridge
Molly,Cavalier King Charles Spaniel,"(42.37837472, -71.14011281)",-71.14011281,-71.14011281,West Cambridge
Luna,West Highland White Terrier,"(42.37305653, -71.10892289)",-71.10892289,-71.10892289,Mid-Cambridge
Henry,Miniature Poodle,"(42.38447179, -71.1271422)",-71.1271422,-71.1271422,Neighborhood Nine
Lola,Labrador Retriever,"(42.38193939, -71.1292806)",-71.1292806,-71.1292806,Neighborhood Nine
Bailey,Pit Bull,"(42.39401087, -71.15311931)",-71.15311931,-71.15311931,Cambridge Highlands
O'Reilly,Labrador Retriever,"(42.37867147, -71.14776143)",-71.14776143,-71.14776143,West Cambridge
Roy,Shih - Tzu,"(42.38276533, -71.13071396)",-71.13071396,-71.13071396,Neighborhood Nine
Otto,Jack Russel Terrier,"(42.38487525, -71.13220083)",-71.13220083,-71.13220083,Neighborhood Nine
Charlie,Labrador Retriever,"(42.36721393, -71.10630285)",-71.10630285,-71.10630285,Mid-Cambridge
Gypsy,Labrador Retriever,"(42.37437823, -71.12939672)",-71.12939672,-71.12939672,West Cambridge
Sadie,Terrier,"(42.3985572, -71.1352008)",-71.1352008,-71.1352008,North Cambridge
Adelaide,Australian Shepherd,"(42.3696872, -71.0973038)",-71.0973038,-71.0973038,Wellington-Harrington
Lance,Bulldog,"(42.37275341, -71.07486397)",-71.07486397,-71.07486397,East Cambridge
Box,Collie Mix,"(42.39957231, -71.13003819)",-71.13003819,-71.13003819,North Cambridge
Finnegan,Golden Retriever,"(42.36980659, -71.10562468)",-71.10562468,-71.10562468,Mid-Cambridge
Tea-Leaf,Australian Shepherd,"(42.39191809, -71.14742751)",-71.14742751,-71.14742751,Cambridge Highlands
Sam,Lab Ret,"(42.38398842, -71.11573129)",-71.11573129,-71.11573129,Agassiz
Ranger,German Shepherd,"(42.37862533, -71.13609419)",-71.13609419,-71.13609419,West Cambridge
Chewie,Tibetan Spaniel,"(42.36163869, -71.10865634)",-71.10865634,-71.10865634,Cambridgeport
Duke,Golden Retriever,"(42.38206814, -71.11688898)",-71.11688898,-71.11688898,Agassiz
Toby,Yorkshire Terrier,"(42.36604146, -71.10467839)",-71.10467839,-71.10467839,Mid-Cambridge
Tenoch,Chihuahua,"(42.37079567, -71.07277371)",-71.07277371,-71.07277371,East Cambridge
Bunker,Wheaten Terrier,"(42.38316551, -71.12157068)",-71.12157068,-71.12157068,Neighborhood Nine
Jimbo,Hound,"(42.35599118, -71.10918263)",-71.10918263,-71.10918263,Cambridgeport
Moz Warring,Mix - Border Collie,"(42.37568507, -71.10725564)",-71.10725564,-71.10725564,Mid-Cambridge
Tinker,Yorksire Terrier,"(42.37649778, -71.15339044)",-71.15339044,-71.15339044,Strawberry Hill
Rosie,Cock A Poo,"(42.37514454, -71.1525415)",-71.1525415,-71.1525415,Strawberry Hill
Tonks,Springer,"(42.38956818, -71.12623694)",-71.12623694,-71.12623694,Neighborhood Nine
Toby,Golden Retriever,"(42.39496914, -71.13186979)",-71.13186979,-71.13186979,North Cambridge
Marcia,Boxer Mix,"(42.38273875, -71.13662902)",-71.13662902,-71.13662902,West Cambridge
Fanta,Dachshund,"(42.3637648, -71.11278495)",-71.11278495,-71.11278495,Cambridgeport
Merlin,Kerry Blue Terrier,"(42.4020466, -71.13496249)",-71.13496249,-71.13496249,North Cambridge
Chowder,Golden Retriever,"(42.36535076, -71.11053074)",-71.11053074,-71.11053074,Riverside
Ava,Yorkie Poo,"(42.390425, -71.14532979)",-71.14532979,-71.14532979,Cambridge Highlands
Okonogi,Bernese Mountain,"(42.38097519, -71.12226258)",-71.12226258,-71.12226258,Neighborhood Nine
Chewy,Smoushound,"(42.37497552, -71.13990949)",-71.13990949,-71.13990949,West Cambridge
Dexter,Wheaton Terrier,"(42.38120778, -71.15067465)",-71.15067465,-71.15067465,Strawberry Hill
Bruce,Yorksire Terrier,"(42.36284624, -71.10638769)",-71.10638769,-71.10638769,Riverside
Rosie,Pitbull,"(42.36848745, -71.10658381)",-71.10658381,-71.10658381,Mid-Cambridge
Missy G,Mix,"(42.39299658, -71.13489478)",-71.13489478,-71.13489478,North Cambridge
Koda,Labrador Retriever,"(42.37986059, -71.13901132)",-71.13901132,-71.13901132,West Cambridge
Kiki,Poodle,"(42.36655326, -71.11178156)",-71.11178156,-71.11178156,Riverside
Barney,Golden Retriever,"(42.38863779, -71.12693065)",-71.12693065,-71.12693065,Neighborhood Nine
Dj,Rhodesian Ridgeback,"(42.38363976, -71.13707595)",-71.13707595,-71.13707595,West Cambridge
Twillie,Golden Retriever,"(42.37482089, -71.14367016)",-71.14367016,-71.14367016,West Cambridge
Chiki,Lab Mix,"(42.36489046, -71.09711747)",-71.09711747,-71.09711747,The Port
Winnie,Terrier,"(42.39417353, -71.1215922)",-71.1215922,-71.1215922,NA
Daisy,English Bulldog,"(42.37462143, -71.12774035)",-71.12774035,-71.12774035,West Cambridge
Cambridge,Beagle,"(42.37790678, -71.14345145)",-71.14345145,-71.14345145,West Cambridge
Kaya,Mix,"(42.36789316, -71.09131127)",-71.09131127,-71.09131127,Wellington-Harrington
Stella,Cockerpoo,"(42.36846447, -71.10515887)",-71.10515887,-71.10515887,Mid-Cambridge
Renzo,Shiba Inu,"(42.36694452, -71.09358281)",-71.09358281,-71.09358281,Wellington-Harrington
Delta,Beagle,"(42.38185357, -71.13783504)",-71.13783504,-71.13783504,West Cambridge
Birdie,Lab Retriever,"(42.37285306, -71.12324049)",-71.12324049,-71.12324049,West Cambridge
Nutmeg,Cocker Spaniel,"(42.36646822, -71.10834048)",-71.10834048,-71.10834048,Riverside
Moxie,Schnoodle,"(42.37852386, -71.12407406)",-71.12407406,-71.12407406,Neighborhood Nine
Noodle,Poodle,"(42.37567987, -71.13170161)",-71.13170161,-71.13170161,West Cambridge
Ike,Collie,"(42.37403641, -71.07743296)",-71.07743296,-71.07743296,East Cambridge
Tosca,Basset Hound,"(42.39292518, -71.14489467)",-71.14489467,-71.14489467,Cambridge Highlands
Teddy,Alaskan Klee Kai,"(42.39143971, -71.14476136)",-71.14476136,-71.14476136,Cambridge Highlands
